speech 1 |thank*1|
from every |angle*1|
every angle |and*1|
angle and |we*1|
choice we |must*1|
america respected |again*1|
respected again |we*1|
america truly |wealthy*1|
truly wealthy |again*1|
wealthy again |and*1|
must — |we*1|
that — |and*1|
that perhaps |this*1|
perhaps this |century*1|
this century |can*1|
century can |be*1|
and prosperous |the*1|
prosperous the |world*1|
world has |ever*1|
ever known |thank*1|
known thank |you*1|
everybody i |appreciate*1|know*1|
i appreciate |it*2|
appreciate it |thank*1|this*1|you’ve*1|
it thank |you*1|
speech 3 |a*1|
3 a |hand*1|
a hand |with*1|
hand with |little*1|
with little |fingers*1|
little fingers |coming*1|
fingers coming |out*1|
coming out |of*3|
a stem |like*1|
stem like |little*1|
like little |look*1|
little look |at*1|
at my |hands*1|
my hands |after*1|and*1|are*3|they’re*1|
hands they’re |fine*1|
they’re fine |nobody*1|
fine nobody |other*1|
nobody other |than*1|
than graydon |carter*1|
graydon carter |years*1|
carter years |ago*1|
ago used |to*1|
used to |have*1|move*2|say*2|use*1|
use that |my*1|
that my |hands*1|
hands are |fine*1|normal*2|very*1|
are normal |hands*1|slightly*1|so*1|
normal hands |during*1|
hands during |a*1|
during a |debate*1|
a debate |he*1|said*1|
debate he |was*1|
was losing |and*1|
losing and |he*1|
has small |hands*4|something*2|
small hands |and*4|i*1|
hands and |said*1|then*1|therefore*3|you*1|
and therefore |he*1|make*1|you*2|
therefore you |know*2|
what that |means*3|
that means |education*1|everything*1|he*1|medical*1|okay*1|this*1|
means this |was*1|
not me |in*1|this*1|
me this |was*1|
was rubio |that*1|
rubio that |said*1|
said he |had*1|has*1|
means okay |so*1|
okay so |he*1|
so he |started*1|
he started |it*1|
started it |so*1|
so what |i*1|
said a |couple*1|lot*1|
a couple |of*5|
of days |later*1|
days later |
later  |and*1|
 and |what*1|
happened is |i*1|
is i |was*1|
was on |line*1|television*1|
on line |shaking*1|
line shaking |hands*1|
shaking hands |with*1|
hands with |supporters*1|
with supporters |and*1|
supporters and |one*1|
and one |of*3|
of supporters |got*1|
supporters got |up*1|
got up |and*1|
said mr |trump*1|
trump you |have*1|
have strong |hands*1|
strong hands |you*1|
hands you |have*1|
have goodsized |hands*1|
goodsized hands |and*1|
then another |one*1|
another one |ford*1|would*1|
one would |say*1|
great hands |mr*1|
hands mr |trump*1|
i had |a*1|fifty*1|no*1|so*1|this*1|was*1|
idea i |said*1|
said what |do*1|
you mean |he*1|
mean he |said*1|
i thought |he*1|it*2|you*2|
thought you |had*1|were*1|
were like |deformed*1|
like deformed |and*1|
deformed and |i*1|
you had |small*1|
had small |hands*1|
hands i |had*1|
had fifty |people*1|
fifty people |
people  |is*1|
 is |that*1|
is that |a*1|all*1|good*1|not*1|when*1|
that a |correct*1|little*1|lot*1|truly*1|
a correct |statement*1|
correct statement |i*1|
statement i |mean*1|
mean people |were*1|
people were |shocked*1|so*1|writing*1|
were writing |how*1|
writing how |are*1|
how are |mr*1|these*1|they*1|we*2|
are mr |trump’s*1|
mr trump’s |hands*1|
trump’s hands |my*1|
hands my |hands*1|
are fine |you*1|
fine you |know*1|
know my |hands*1|
normal slightly |large*1|
slightly large |actually*1|
large actually |in*1|
actually in |fact*1|
fact i |buy*1|
i buy |a*2|it*2|the*1|
buy a |lot*1|slightly*1|
a slightly |smaller*1|
slightly smaller |than*1|
than large |glove*1|
large glove |okay*1|
glove okay |no*1|
okay no |but*1|
no but |i*1|
did this |because*1|
this because |everybody*1|
everybody was |saying*1|
was saying |to*1|
saying to |me*1|
to me |and*3|but*1|corporate*1|oh*1|the*2|tonight*1|very*1|
me oh |your*1|
oh your |hands*1|
your hands |are*1|
are very |nice*1|
very nice |i’m*1|person*1|they*1|to*1|—*1|
nice they |are*1|
normal so |rubio*1|
so rubio |in*1|
rubio in |a*1|
debate said |because*1|
said because |he*1|
because he |had*1|made*1|wanted*1|
had nothing |else*1|to*1|
nothing else |to*1|
else to |say*1|
say  |now*1|
 now |i*1|
was hitting |him*1|
hitting him |pretty*1|
him pretty |hard*1|
pretty hard |he*1|
hard he |spent*1|wanted*1|worked*1|
he wanted |the*1|to*1|
do his |don*1|
his don |rickles*1|
don rickles |stuff*1|
rickles stuff |and*1|
stuff and |i*1|it*1|
it didn’t |work*2|
didn’t work |out*1|they*1|too*1|
work out |obviously*1|
out obviously |it*1|
obviously it |didn’t*1|
work too |well*1|
too well |but*1|
well but |i*1|one*1|
but one |of*1|
things he |said*1|
said was |a*1|he*1|
was he |has*1|
means he |has*1|
small something |else*1|else’*1|
else you |can*1|don’t*1|
can look |it*1|
look it |up*1|
up i |didn’t*1|
i didn’t |even*1|say*2|want*1|
didn’t say |it*1|that*1|
i don’t |care*1|even*1|have*2|know*3|need*4|see*1|think*3|want*6|
don’t want |it*2|people*1|that*1|to*1|your*1|
want people |to*1|
go around |just*1|thinking*1|
around thinking |that*1|
thinking that |i*1|
i’m telling |you*3|
telling you |about*1|folks*1|ruth*1|
you ruth |i*1|
ruth i |had*1|
had so |many*1|
people i |like*1|said*1|would*1|
say 25 |30*1|
25 30 |people*1|
30 people |would*1|
people would |tell*1|
would tell |me*1|
me  |every*1|
 every |time*1|
every time |i*1|i’d*1|we*1|
time i’d |shake*1|
i’d shake |people’s*1|
shake people’s |hand*1|
people’s hand |oh*1|
hand oh |you*1|
oh you |don’t*1|have*1|
have nice |hands*1|
nice hands |why*1|
hands why |shouldn’t*1|
why shouldn’t |i*1|
shouldn’t i |and*1|
i and |by*1|
way by |saying*1|
by saying |that*1|
saying that |i*1|in*1|they*1|
i solved |the*1|
solved the |problem*1|
problem nobody |questions*1|
nobody questions |
questions  |i*1|
 i |even*1|
i even |got*1|held*1|
even held |up*1|
held up |my*1|the*1|
up my |hands*1|
and said |donald*1|look*1|
said look |take*1|
look take |a*1|
at that |border*1|hand*1|it*1|
that hand |i*1|
hand i |don’t*1|showed*1|
was presidential |honestly*1|or*1|
presidential honestly |whether*1|
honestly whether |it*1|
whether it |is*1|was*1|
is or |not*1|
or not |he*1|i*1|in*1|i’m*1|
not he |said*1|
said ‘donald |trump*1|
‘donald trump |has*1|
trump has |small*1|
therefore he |has*1|
something else’ |i*1|
else’ i |didn’t*1|
all i |did*1|mean*1|
did is |when*1|
is when |he*1|
failed when |he*1|
was failing |when*1|
failing when |he*1|
was when |christie*1|
when christie |made*1|
christie made |him*1|
made him |look*1|
him look |bad*1|
look bad |i*1|
bad i |gave*1|
i gave |him*1|
gave him |the–*1|
him the– |a*1|
the– a |little*1|
little recap |and*1|
recap and |i*1|
this big |car*1|strong*1|
big strong |powerful*1|
strong powerful |hand*1|
powerful hand |ready*1|
hand ready |to*1|
ready to |grab*1|start*1|
to grab |and*1|him*1|
grab him |because*1|
him because |i*1|
thought he |was*1|
to faint |and*1|
faint and |everybody*1|
everybody took |it*1|
took it |fine*1|
it fine |whether*1|
fine whether |it*1|
presidential or |not*1|
not i |can’t*1|
i can’t |get*1|tell*1|
can’t tell |you*1|
you i |can*1|have*1|love*1|said*1|watch*1|
can just |say*1|
just say |all*1|that*1|
that what |he*1|
everybody they |wanted*1|
they wanted |boeing’s*1|for*1|their*1|to*3|
do stories |on*1|
stories on |my*1|
on my |hands*1|team*1|
hands after |i*1|
after i |said*1|told*1|
said that |they*1|
they never |did*1|
did and |i*1|then*1|
i held |up*1|
up the |hand*1|head*1|second*1|
the hand |i*1|you*1|
i showed |people*1|
showed people |the*1|
people the |hand*1|mexican*1|other*1|
hand you |know*1|
know when |i*1|i’ve*1|president*1|
when i’ve |got*1|
i’ve got |a*1|
got a |big*1|military*1|right*1|
big audience |so*1|
audience so |yeah*1|
so yeah |i*1|
yeah i |think*1|
think it’s |gonna*1|not*1|
it’s not |a*2|but*1|crass*1|going*3|great*1|me*1|so*1|—*1|
a question |of*1|
question of |presidential*1|
of presidential |
presidential  |speech*1|
 speech |4*1|
speech 4 |oh*1|
4 oh |boy*1|
oh boy |we*1|
boy we |love*1|
we love |florida*1|liberty*1|nevada*2|the*1|you*2|
love nevada |thank*1|we*1|
nevada we |love*1|
nevada thank |you*1|
you oh |this*1|
oh this |is*1|
great place |thank*1|
place thank |you*1|
much great |evening*1|
great evening |i*1|we*1|
evening we |will*1|
be celebrating |for*1|
celebrating for |a*1|
time tonight |have*1|
tonight have |a*1|
a good |deal*1|example*1|negotiation*1|thing*2|time*2|
good time |have*1|you*1|
time have |a*1|
time you |heard*1|know*1|saw*1|
know we |weren’t*1|
we weren’t |expected*1|expecting*1|expecting—a*1|of*1|
weren’t expecting—a |couple*1|
expecting—a couple |of*1|
months ago |we*1|
ago we |weren’t*1|
weren’t expecting |to*1|
expecting to |win*1|
win this |one*1|
one you |know*1|
that right |we*1|
right we |get*1|weren’t*1|
weren’t of |course*1|
course if |you*1|
you listen |to*1|
listen to |i’ll*1|the*1|
the pundits |on*1|we*1|
pundits we |weren’t*1|
weren’t expected |to*1|
expected to |win*2|
win too |much*1|
much and |now*1|we’re*1|
now we’re |going*1|soon*1|winning*1|
we’re winning |winning*1|
winning winning |so*1|the*1|winning*2|
winning the |country*1|
and soon |the*1|
soon the |country’s*1|
the country’s |going*1|infrastructure*1|
country’s going |to*1|
to start |shooting*1|winning*1|
start winning |winning*1|
winning so |i*1|
to thank |jerry*1|the*1|
thank the |volunteers*1|
the volunteers |they’ve*1|
volunteers they’ve |been*1|
they’ve been |unbelievable*1|
been unbelievable |these*1|
unbelievable these |people*1|
they work |like*1|
work like |endlessly*1|
like endlessly |endlessly*1|
endlessly endlessly |we’re*1|
endlessly we’re |not*1|
we’re not |going*5|
forget it |and*1|
and we’ve |actually*1|had*1|
had some |great*1|
some great |numbers*1|
great numbers |coming*1|
numbers coming |out*2|
of texas |and*1|he*1|
texas and |amazing*1|it’s*1|
and amazing |numbers*1|
amazing numbers |coming*1|
of tennessee |and*1|
tennessee and |georgia*1|
and georgia |and*1|
georgia and |arkansas*1|
and arkansas |and*1|
arkansas and |then*1|
then in |a*1|
of weeks |later*1|
weeks later |florida*1|the*1|
later florida |we*1|
florida we |love*1|
love florida |so*1|
florida so |we’re*1|
so we’re |going*3|
do very |very*1|well*1|
very well |but*1|in*2|very*1|
well in |ohio*1|texas*1|
ohio we’re |beating*1|
we’re beating |the*1|
beating the |governor*2|
the governor |and*1|it’s*1|
governor it’s |always*1|
it’s always |nice*1|
always nice |to*1|
nice to |be*1|me*1|say*1|
be beating |the*1|
governor and |michigan—the*1|
and michigan—the |whole*1|
michigan—the whole |thing*1|
whole thing |it’s*1|
thing it’s |going*1|
be an |amazing*1|easy*1|election*2|
an amazing |evening*1|honor*1|job*1|night*1|place*1|two*1|
amazing two |months*1|
two months |folks*1|we*1|
months we |might*1|
we might |not*1|
might not |even*1|
not even |need*1|saying*1|
even need |the*1|
need the |rhetoric*1|right*1|two*1|
the two |months*1|
months folks |to*1|
folks to |be*1|
be honest |so*2|with*1|
honest so |phil*1|tonight*1|
so tonight |folks*1|we*1|
tonight we |had*1|
we had |35000*1|45*1|a*4|in*1|to*1|
had 45 |to*1|
45 to |46*1|
to 46 |and*1|
46 and |tomorrow*1|
and tomorrow |you’d*1|
tomorrow you’d |hear*1|
you’d hear |them*1|
hear them |say*1|
them say |you*1|
they could |do*1|just*1|
could just |take*1|
just take |the*1|
take the |brand*1|new*1|other*1|
candidates and |add*1|
and add |them*1|
add them |up*2|
them up |and*1|because*1|
could add |them*1|
up because |again*1|you*1|
candidates amount |to*1|
amount to |55*1|
to 55 |so*1|
55 so |if*1|
they could—they |keep*1|
could—they keep |forgetting*1|
keep forgetting |so*1|that*1|
forgetting that |when*1|
when people |drop*1|
people drop |out*1|
drop out |we’re*1|
out we’re |going*1|
of votes |we*1|you*1|
votes you |know*1|
they keep |forgetting*1|
forgetting so |i*1|
to begin |by*1|
begin by |thanking*1|
by thanking |my*1|
thanking my |boys*1|
my boys |eric*1|
boys eric |has*1|
eric has |been*1|
been all |over*1|
place making |speeches*1|
making speeches |and*1|he’s*1|
speeches he’s |getting*1|
he’s getting |better*1|
getting better |than*1|
than me |so*1|
me so |i’m*1|
so i’m |a*1|very*2|
i’m a |businessman*1|commonsense*1|conservative*1|free*1|little*1|private*1|unifier*1|
little jealous |and*1|
jealous and |don*1|
and don |went*1|
don went |to*1|
went to |caucus*1|
to  |you*1|
 you |were*1|
were all |over*1|
over right |he*1|
right he |loves*1|
he loves |the*1|
loves the |rifle*1|
the rifle |stuff*1|
rifle stuff |this*1|
stuff this |is*1|
is serious |nra*1|rifle*1|
serious rifle |this*1|
rifle this |is*1|
serious nra |both*1|
nra both |of*1|
both of |them*2|
them both |of*1|
them we |don’t*1|love*1|
the second |amendment*3|
second amendment |end*1|folks*1|now*1|
amendment folks |nobody*1|
folks nobody |loves*1|so*1|
nobody loves |it*1|
loves it |more*1|
it more |now*1|than*1|
than us |in*1|so*1|
us so |just*1|under*1|
just remember |that*1|
and corey |and*1|
corey and |hope*1|
and hope |the*1|
hope the |staff*1|
the staff |the*1|
staff the |whole*1|
whole group |and*1|
group and |charles*1|
and charles |and*1|
charles and |dan*1|
and dan |and*1|
dan and |what*1|
what a |group*1|
a group |of*1|we*1|
group we |had*1|have*1|
to just |thank*1|
just thank |a*1|
thank a |couple*1|
of friends |of*1|
friends of |mine*2|
mine that |are*1|
are here |the*1|tonight*1|
here the |owner*1|
the owner |of*1|
owner of |this*1|
this incredible |hotel*1|
incredible hotel |mr*1|
hotel mr |and*1|
mr and |mrs*1|
and mrs |phil*1|steve*1|
mrs phil |ruffin*1|
phil ruffin |stand*1|
ruffin stand |up*1|
stand up |great*1|steve*1|two*1|
up great |guy*1|
guy phil |said*1|
phil said |donald—like*1|
said donald—like |for*1|
donald—like for |the*1|
last three |months*1|
three months |he’s*1|
months he’s |driving*1|
he’s driving |me*1|
driving me |crazy*1|
me crazy |he*1|
crazy he |said—donald*1|
he said—donald |i*1|
said—donald i |want*1|
put 10 |million*1|
10 million |into*1|
million into |it*1|your*1|
into your |campaign*1|
your campaign |i*1|
campaign i |said*1|
said phil |i*1|
phil i |don’t*1|
want your |money*1|
your money |i*1|
money i |don’t*1|
it i’m |not*1|self*1|
i’m self |funding*1|
self funding |every*1|
funding every |time*1|
time i |have*1|see*1|
see him |it’s*1|
him it’s |hard*1|
it’s hard |for*1|
for me |right*1|they’re*1|to*1|
me to |support*1|the*1|turn*1|
to turn |down*1|
turn down |money*1|
down money |because*1|
money because |that’s*1|
because that’s |what*1|
what i’ve |done*1|
i’ve done |a*1|an*1|in*1|
